Site Name,UYM,UYM,UYM,UYM,UYM,UYM,UYM
Isco Quantity,Flow Rate,Min/Max,Flow Rate,Min/Max,Flow Rate,Volume,Sample Event
Label,Min Flow,Min/Max,Max Flow,Min/Max,Avg Flow,Total Volume,Sample Event
Units,gpm,Date/Time,gpm,Date/Time,gpm,gal,SU
Resolution,0.1,N/A,0.1,N/A,0.1,0.1,0.1
Significant Digits,0,N/A,0,N/A,0,0,0
,,,,,,,
6/25/2022 8:00,1103.39,8:20:00 AM,1118.41,8:35:00 AM,1111.97,66718.5,
6/25/2022 9:00,1115.4,9:00:00 AM,1140.67,9:50:00 AM,1128.17,67690.3,
6/25/2022 10:00,1135.59,10:00:00 AM,1145.77,10:25:00 AM,1141.52,68491.4,
6/25/2022 11:00,1120.42,11:50:00 AM,1143.73,11:00:00 AM,1135.44,68126.2,
6/25/2022 12:00,1054.21,12:55:00 PM,1113.39,12:00:00 PM,1087.55,65252.8,
6/25/2022 13:00,1046.47,1:00:00 PM,1090.47,1:30:00 PM,1074.34,64460.1,
6/25/2022 14:00,1095.43,2:00:00 PM,1353.35,2:55:00 PM,1167.74,70064.3,
6/25/2022 15:00,1393.29,3:00:00 PM,1587.63,3:55:00 PM,1461.69,87701.7,
6/25/2022 16:00,1501.73,4:55:00 PM,1625.36,4:10:00 PM,1584.09,95045.4,
6/25/2022 17:00,1395.6,5:55:00 PM,1489.7,5:00:00 PM,1433.73,86023.6,
6/25/2022 18:00,1325.25,6:55:00 PM,1393.29,6:00:00 PM,1365.71,81942.7,
6/25/2022 19:00,1145.77,7:55:00 PM,1319.68,7:00:00 PM,1236.3,74178.3,
6/25/2022 20:00,1003.57,8:50:00 PM,1130.52,8:00:00 PM,1059.89,63593.7,
6/25/2022 21:00,973.74,9:20:00 PM,1006.4,9:55:00 PM,986.293,59177.6,
6/25/2022 22:00,1015.85,10:00:00 PM,1130.52,10:55:00 PM,1075.91,64554.8,
6/25/2022 23:00,1135.59,11:00:00 PM,1184.96,11:50:00 PM,1161.46,69687.7,
6/26/2022 0:00,1184.96,12:00:00 AM,1202.76,12:40:00 AM,1192.63,71558.1,
6/26/2022 1:00,1200.66,1:00:00 AM,1275.6,1:55:00 AM,1225.55,73533.2,
6/26/2022 2:00,1286.53,2:00:00 AM,1416.44,2:50:00 AM,1368.59,82115.4,
6/26/2022 3:00,1353.35,3:45:00 AM,1418.77,3:00:00 AM,1392.26,83535.7,
6/26/2022 4:00,1316.34,4:55:00 AM,1370.38,4:00:00 AM,1340.91,80454.7,
6/26/2022 5:00,1288.72,5:30:00 AM,1316.34,5:00:00 AM,1301.59,78095.3,
6/26/2022 6:00,1264.72,6:50:00 AM,1299.73,6:05:00 AM,1284.36,77061.6,
6/26/2022 7:00,1239.92,7:30:00 AM,1275.6,7:05:00 AM,1264.39,75863.2,
6/26/2022 8:00,1245.29,8:35:00 AM,1270.15,8:00:00 AM,1261.03,75662,
6/26/2022 9:00,1270.15,9:00:00 AM,1288.72,9:40:00 AM,1277.97,76678.1,
6/26/2022 10:00,1261.47,10:55:00 AM,1283.24,10:10:00 AM,1274.06,76443.8,
6/26/2022 11:00,1248.51,11:50:00 AM,1270.15,11:05:00 AM,1258.68,75520.9,
6/26/2022 12:00,1227.1,12:50:00 PM,1253.9,12:05:00 PM,1242.8,74567.9,
6/26/2022 13:00,1166.3,1:55:00 PM,1223.91,1:00:00 PM,1199.15,71949,
6/26/2022 14:00,1110.38,2:55:00 PM,1174.57,2:00:00 PM,1139.18,68350.7,
6/26/2022 15:00,1093.44,3:25:00 PM,1108.38,3:05:00 PM,1102.56,66153.8,
6/26/2022 16:00,1088.49,4:30:00 PM,1100.4,4:05:00 PM,1097.33,65840.1,
6/26/2022 17:00,1075.68,5:50:00 PM,1093.44,5:00:00 PM,1086.36,65181.4,
6/26/2022 18:00,1063.93,6:30:00 PM,1083.55,6:00:00 PM,1072.09,64325.7,
6/26/2022 19:00,1054.21,7:50:00 PM,1073.72,7:10:00 PM,1066.22,63973.3,
6/26/2022 20:00,1051.3,8:30:00 PM,1068.82,8:55:00 PM,1060.45,63627,
6/26/2022 21:00,1061.01,9:05:00 PM,1073.72,9:15:00 PM,1068.33,64100,
6/26/2022 22:00,1070.78,10:05:00 PM,1095.43,10:50:00 PM,1078.97,64737.9,
6/26/2022 23:00,1083.55,11:05:00 PM,1098.41,11:45:00 PM,1089.9,65394,
6/27/2022 0:00,1034.92,12:55:00 AM,1098.41,12:00:00 AM,1076.62,64597.1,
6/27/2022 1:00,966.367,1:55:00 AM,1034.92,1:00:00 AM,994.771,59686.2,
6/27/2022 2:00,959.944,2:15:00 AM,983.003,2:55:00 AM,970.448,58226.9,
6/27/2022 3:00,973.74,3:00:00 AM,1015.85,3:55:00 AM,993.063,59583.8,
6/27/2022 4:00,1003.57,4:20:00 AM,1049.37,4:55:00 AM,1024.79,61487.5,
6/27/2022 5:00,1044.54,5:00:00 AM,1078.63,5:50:00 AM,1064.87,63892,
6/27/2022 6:00,1078.63,6:00:00 AM,1095.43,6:20:00 AM,1087.01,65220.8,
6/27/2022 7:00,1093.44,7:00:00 AM,1115.4,7:55:00 AM,1102.07,66124.2,
6/27/2022 8:00,1108.38,8:05:00 AM,1138.64,8:45:00 AM,1123.3,67398.1,
6/27/2022 9:00,1135.59,9:00:00 AM,1184.96,9:55:00 AM,1161.89,69713.1,
6/27/2022 10:00,1181.84,10:35:00 AM,1195.41,10:30:00 AM,1189.75,71385.1,
6/27/2022 11:00,1181.84,11:35:00 AM,1202.76,11:00:00 AM,1191.15,71469.1,
6/27/2022 12:00,1171.46,12:35:00 PM,1190.18,12:00:00 PM,1178.99,70739.5,
6/27/2022 13:00,1135.59,1:55:00 PM,1169.4,1:05:00 PM,1152.87,69172.3,
6/27/2022 14:00,1113.39,2:55:00 PM,1138.64,2:05:00 PM,1129.02,67741.1,
6/27/2022 15:00,1065.89,3:55:00 PM,1115.4,3:05:00 PM,1099.71,65982.5,
6/27/2022 15:21,,,,,,,1
6/27/2022 16:00,1020.6,4:55:00 PM,1073.72,4:00:00 PM,1047.28,62836.5,
6/27/2022 17:00,969.128,5:55:00 PM,1022.5,5:00:00 PM,997.464,59847.9,
6/27/2022 18:00,934.516,6:50:00 PM,970.971,6:00:00 PM,953.209,57192.5,
6/27/2022 19:00,914.829,7:45:00 PM,939.026,7:00:00 PM,925.18,55510.8,
6/27/2022 19:21,,,,,,,1
6/27/2022 20:00,907.734,8:40:00 PM,916.608,8:05:00 PM,912.537,54752.2,
6/27/2022 21:00,897.154,9:35:00 PM,912.164,9:20:00 PM,904.794,54287.6,
6/27/2022 22:00,901.553,10:10:00 PM,921.065,10:50:00 PM,909.811,54588.7,
6/27/2022 23:00,914.829,11:00:00 PM,937.22,11:55:00 PM,925.026,55501.6,
6/27/2022 23:21,,,,,,,1
6/28/2022 0:00,921.065,12:30:00 AM,937.22,12:55:00 AM,929.801,55788.1,
6/28/2022 1:00,925.535,1:15:00 AM,937.22,1:40:00 AM,931.669,55900.2,
6/28/2022 2:00,921.065,2:50:00 AM,937.22,2:05:00 AM,929.5,55770,
6/28/2022 3:00,919.28,3:05:00 AM,930.019,3:45:00 AM,924.943,55496.6,
6/28/2022 3:21,,,,,,,1
6/28/2022 4:00,925.535,4:35:00 AM,937.22,4:40:00 AM,932.269,55936.1,
6/28/2022 5:00,932.715,5:10:00 AM,948.086,5:55:00 AM,939.407,56364.4,
6/28/2022 6:00,946.27,6:00:00 AM,955.373,6:40:00 AM,951.425,57085.5,
6/28/2022 7:00,946.27,7:00:00 AM,966.367,7:15:00 AM,958.962,57537.7,
6/28/2022 7:21,,,,,,,1
6/28/2022 8:00,964.529,8:00:00 AM,983.003,8:45:00 AM,972.209,58332.6,
6/28/2022 9:00,980.219,9:00:00 AM,1036.84,9:55:00 AM,1011.12,60667,
6/28/2022 10:00,1032.05,10:05:00 AM,1051.3,10:40:00 AM,1043.18,62591,
6/28/2022 11:00,919.28,11:55:00 AM,1049.37,11:00:00 AM,1002.01,60120.6,
6/28/2022 11:21,,,,,,,1
6/28/2022 12:00,635.227,12:55:00 PM,898.912,12:00:00 PM,765.412,45924.7,
6/28/2022 13:00,413.574,1:55:00 PM,614.109,1:00:00 PM,503.944,30236.6,
6/28/2022 14:00,340.283,2:30:00 PM,402.719,2:00:00 PM,366.99,22019.4,
6/28/2022 15:00,334.007,3:55:00 PM,368.652,3:00:00 PM,353.202,21192.1,
6/28/2022 15:21,,,,,,,1
6/28/2022 16:00,278.566,4:55:00 PM,330.658,4:00:00 PM,303.144,18188.6,
6/28/2022 17:00,228.072,5:55:00 PM,274.295,5:00:00 PM,250.866,15051.9,
6/28/2022 18:00,199.694,6:55:00 PM,226.937,6:00:00 PM,212.143,12728.6,
6/28/2022 19:00,187.723,7:55:00 PM,198.997,7:00:00 PM,192.365,11541.9,
6/28/2022 19:21,,,,,,,1
6/28/2022 20:00,175.573,8:55:00 PM,184.388,8:00:00 PM,180.343,10820.6,
6/28/2022 21:00,163.016,9:50:00 PM,175.573,9:00:00 PM,168.463,10107.8,
6/28/2022 22:00,148.727,10:55:00 PM,161.488,10:00:00 PM,155.668,9340.1,
6/28/2022 23:00,139.669,11:50:00 PM,149.596,11:00:00 PM,144.075,8644.5,
6/28/2022 23:21,,,,,,,1
6/29/2022 0:00,131.512,12:45:00 AM,140.224,12:05:00 AM,134.978,8098.68,
6/29/2022 1:00,126.252,1:55:00 AM,130.714,1:00:00 AM,128.408,7704.49,
6/29/2022 2:00,123.675,2:30:00 AM,126.771,2:00:00 AM,125.004,7500.26,
6/29/2022 3:00,122.4,3:20:00 AM,124.188,3:00:00 AM,123.208,7392.46,
6/29/2022 3:21,,,,,,,1
6/29/2022 4:00,122.4,4:20:00 AM,124.188,4:00:00 AM,123.463,7407.77,
6/29/2022 5:00,123.675,5:00:00 AM,124.959,5:55:00 AM,124.124,7447.43,
6/29/2022 6:00,124.188,6:00:00 AM,126.771,6:15:00 AM,125.219,7513.13,
6/29/2022 7:00,121.639,7:30:00 AM,124.959,7:35:00 AM,123.827,7429.59,
6/29/2022 7:21,,,,,,,1
6/29/2022 8:00,123.675,8:20:00 AM,126.771,8:45:00 AM,125.069,7504.17,
6/29/2022 9:00,127.553,9:00:00 AM,132.045,9:40:00 AM,130.1,7806.02,
6/29/2022 10:00,131.512,10:00:00 AM,141.06,10:55:00 AM,136.284,8177.07,
6/29/2022 11:00,134.195,11:55:00 AM,141.619,11:00:00 AM,138.945,8336.7,
6/29/2022 11:21,,,,,,,1
6/29/2022 12:00,132.045,12:30:00 PM,135.55,12:05:00 PM,133.837,8030.24,
6/29/2022 13:00,126.252,1:45:00 PM,134.736,1:00:00 PM,129.848,7790.87,
6/29/2022 14:00,123.675,2:55:00 PM,128.864,2:25:00 PM,125.567,7534.01,
6/29/2022 15:00,114.934,3:55:00 PM,124.959,3:05:00 PM,120.56,7233.59,
6/29/2022 15:21,,,,,,,1
6/29/2022 16:00,108.248,4:50:00 PM,115.422,4:10:00 PM,112.095,6725.72,
6/29/2022 17:00,98.07,5:50:00 PM,105.926,5:00:00 PM,102.361,6141.67,
6/29/2022 18:00,92.293,6:55:00 PM,98.07,6:00:00 PM,95.802,5748.1,
6/29/2022 19:00,90.629,7:35:00 PM,92.293,7:05:00 PM,91.511,5490.65,
6/29/2022 19:21,,,,,,,1
6/29/2022 20:00,89.19,8:45:00 PM,91.666,8:50:00 PM,90.235,5414.12,
6/29/2022 21:00,91.25,9:00:00 PM,93.344,9:50:00 PM,92.12,5527.18,
6/29/2022 22:00,92.293,10:20:00 PM,94.404,10:45:00 PM,93.399,5603.94,
6/29/2022 23:00,94.83,11:00:00 PM,101.386,11:50:00 PM,98.541,5912.45,
6/29/2022 23:21,,,,,,,1
6/30/2022 0:00,102.058,12:05:00 AM,108.952,12:55:00 AM,104.773,6286.36,
6/30/2022 1:00,110.131,1:00:00 AM,121.639,1:55:00 AM,115.587,6935.2,
6/30/2022 2:00,121.639,2:05:00 AM,132.849,2:55:00 AM,126.479,7588.72,
6/30/2022 3:00,131.512,3:05:00 AM,143.869,3:45:00 AM,138.004,8280.22,
6/30/2022 3:21,,,,,,,1
6/30/2022 4:00,143.869,4:00:00 AM,151.634,4:55:00 AM,148.449,8906.97,
6/30/2022 5:00,151.634,5:05:00 AM,155.468,5:45:00 AM,153.399,9203.94,
6/30/2022 6:00,151.634,6:45:00 AM,156.064,6:05:00 AM,154.212,9252.71,
6/30/2022 7:00,151.05,7:35:00 AM,153.986,7:00:00 AM,152.956,9177.38,
6/30/2022 7:21,,,,,,,1
6/30/2022 8:00,151.05,8:05:00 AM,154.578,8:25:00 AM,153.3,9198.03,
6/30/2022 9:00,156.064,9:05:00 AM,169.848,9:55:00 AM,161.451,9687.05,
6/30/2022 10:00,170.794,10:05:00 AM,190.418,10:55:00 AM,180.649,10838.9,
6/30/2022 11:00,188.731,11:00:00 AM,204.26,11:55:00 AM,197.444,11846.6,
6/30/2022 11:21,,,,,,,1
6/30/2022 12:00,203.201,12:00:00 PM,207.817,12:20:00 PM,204.676,12280.6,
6/30/2022 13:00,204.26,1:05:00 PM,207.817,1:40:00 PM,206.54,12392.4,
6/30/2022 14:00,208.533,2:05:00 PM,216.877,2:45:00 PM,212.022,12721.3,
6/30/2022 15:00,212.136,3:35:00 PM,215.777,3:10:00 PM,214.015,12840.9,
6/30/2022 15:21,,,,,,,1
6/30/2022 16:00,199.694,4:55:00 PM,212.136,4:00:00 PM,206.763,12405.8,
6/30/2022 17:00,190.418,5:55:00 PM,204.26,5:05:00 PM,196.772,11806.3,
6/30/2022 18:00,176.217,6:55:00 PM,192.796,6:00:00 PM,183.029,10981.7,
6/30/2022 19:00,165.17,7:55:00 PM,177.185,7:00:00 PM,171.447,10286.8,
6/30/2022 20:00,159.969,8:50:00 PM,166.099,8:00:00 PM,162.256,9735.37,
6/30/2022 21:00,156.064,9:55:00 PM,161.488,9:00:00 PM,159.019,9541.13,
6/30/2022 22:00,156.959,10:00:00 PM,163.629,10:55:00 PM,158.719,9523.13,
6/30/2022 23:00,163.629,11:00:00 PM,197.262,11:55:00 PM,176.582,10594.9,
7/1/2022 0:00,200.742,12:00:00 AM,262.551,12:55:00 AM,230.784,13847.1,
7/1/2022 1:00,264.625,1:00:00 AM,291.627,1:55:00 AM,281.149,16868.9,
7/1/2022 2:00,293.839,2:00:00 AM,300.539,2:50:00 AM,295.695,17741.7,
7/1/2022 3:00,298.296,3:05:00 AM,305.058,3:35:00 AM,301.522,18091.3,
7/1/2022 4:00,293.839,4:55:00 AM,303.698,4:00:00 AM,299.801,17988,
7/1/2022 5:00,285.05,5:50:00 AM,294.727,5:00:00 AM,289.726,17383.6,
7/1/2022 6:00,275.146,6:50:00 AM,285.922,6:00:00 AM,281.339,16880.4,
7/1/2022 7:00,262.551,7:45:00 AM,277.281,7:00:00 AM,268.546,16112.7,
7/1/2022 8:00,257.616,8:25:00 AM,263.794,8:00:00 AM,261.18,15670.8,
7/1/2022 9:00,261.725,9:00:00 AM,270.064,9:45:00 AM,265.535,15932.1,
7/1/2022 10:00,265.874,10:50:00 AM,273.021,10:05:00 AM,269.473,16168.4,
7/1/2022 11:00,262.551,11:45:00 AM,270.064,11:05:00 AM,266.578,15994.7,
7/1/2022 12:00,255.576,12:50:00 PM,263.794,12:00:00 PM,260.049,15602.9,
7/1/2022 13:00,246.324,1:55:00 PM,255.576,1:00:00 PM,250.968,15058.1,
7/1/2022 14:00,226.182,2:55:00 PM,243.55,2:00:00 PM,236.474,14188.4,
7/1/2022 15:00,198.997,3:55:00 PM,225.052,3:05:00 PM,212.517,12751,
7/1/2022 16:00,190.418,4:55:00 PM,199.694,4:00:00 PM,196.47,11788.2,
7/1/2022 17:00,167.655,5:55:00 PM,187.723,5:00:00 PM,177.8,10668,
7/1/2022 18:00,144.435,6:55:00 PM,164.553,6:05:00 PM,154.024,9241.46,
7/1/2022 19:00,123.675,7:55:00 PM,141.619,7:00:00 PM,133.316,7998.93,
7/1/2022 20:00,115.422,8:55:00 PM,122.909,8:00:00 PM,119.912,7194.69,
7/1/2022 21:00,104.321,9:45:00 PM,114.204,9:00:00 PM,109.035,6542.12,
7/1/2022 22:00,93.767,10:55:00 PM,103.185,10:00:00 PM,98.648,5918.91,
7/1/2022 23:00,85.169,11:50:00 PM,93.344,11:05:00 PM,88.996,5339.77,
7/2/2022 0:00,78.452,12:55:00 AM,85.169,12:00:00 AM,81.666,4899.94,
7/2/2022 1:00,72.486,1:55:00 AM,78.452,1:00:00 AM,75.684,4541.06,
7/2/2022 2:00,67.038,2:55:00 AM,72.486,2:05:00 AM,69.694,4181.62,
7/2/2022 3:00,62.227,3:55:00 AM,66.544,3:00:00 AM,64.276,3856.58,
7/2/2022 4:00,57.701,4:50:00 AM,62.227,4:00:00 AM,59.626,3577.55,
7/2/2022 5:00,54.144,5:50:00 AM,57.701,5:00:00 AM,56.083,3364.99,
7/2/2022 6:00,51.042,6:45:00 AM,54.84,6:00:00 AM,52.651,3159.08,
7/2/2022 7:00,46.995,7:50:00 AM,50.78,7:05:00 AM,48.646,2918.73,
7/2/2022 8:00,46.632,8:05:00 AM,48.476,8:45:00 AM,47.508,2850.48,
7/2/2022 9:00,47.854,9:50:00 AM,48.476,9:00:00 AM,48.383,2902.96,
7/2/2022 10:00,46.032,10:55:00 AM,48.226,10:00:00 AM,47.08,2824.82,
7/2/2022 11:00,43.709,11:50:00 AM,46.391,11:00:00 AM,44.931,2695.86,
7/2/2022 12:00,41.505,12:55:00 PM,43.709,12:00:00 PM,42.876,2572.54,
7/2/2022 13:00,40.239,1:50:00 PM,41.505,1:00:00 PM,41.073,2464.35,
7/2/2022 14:00,37.739,2:55:00 PM,40.447,2:05:00 PM,39.059,2343.51,
7/2/2022 15:00,34.718,3:45:00 PM,37.739,3:05:00 PM,36.114,2166.87,
7/2/2022 16:00,33.04,4:45:00 PM,34.718,4:00:00 PM,33.88,2032.77,
7/2/2022 17:00,31.102,5:50:00 PM,33.04,5:00:00 PM,31.875,1912.51,
7/2/2022 18:00,29.543,6:35:00 PM,31.325,6:00:00 PM,30.287,1817.23,
7/2/2022 19:00,28.369,7:50:00 PM,30.025,7:00:00 PM,29.152,1749.14,
7/2/2022 20:00,27.755,8:50:00 PM,28.88,8:00:00 PM,28.342,1700.51,
7/2/2022 21:00,27.055,9:15:00 PM,27.458,9:00:00 PM,27.294,1637.65,
7/2/2022 22:00,26.501,10:45:00 PM,27.169,10:00:00 PM,26.809,1608.52,
7/2/2022 23:00,26.235,11:50:00 PM,26.886,11:20:00 PM,26.666,1599.99,
7/3/2022 0:00,26.235,12:00:00 AM,26.775,12:40:00 AM,26.413,1584.8,
7/3/2022 1:00,26.079,1:50:00 AM,27.169,1:30:00 AM,26.673,1600.38,
7/3/2022 2:00,26.079,2:55:00 AM,26.61,2:00:00 AM,26.342,1580.51,
7/3/2022 3:00,25.823,3:20:00 AM,26.341,3:25:00 AM,26.114,1566.85,
7/3/2022 4:00,25.723,4:35:00 AM,26.235,4:45:00 AM,26.041,1562.46,
7/3/2022 5:00,25.823,5:35:00 AM,26.341,5:10:00 AM,26.093,1565.57,
7/3/2022 6:00,25.477,6:15:00 AM,26.079,6:00:00 AM,25.859,1551.55,
7/3/2022 7:00,25.333,7:25:00 AM,25.823,7:00:00 AM,25.526,1531.58,
7/3/2022 8:00,25.333,8:00:00 AM,26.501,8:25:00 AM,26.175,1570.49,
7/3/2022 9:00,26.341,9:05:00 AM,26.501,9:00:00 AM,26.354,1581.25,
7/3/2022 10:00,25.976,10:50:00 AM,26.341,10:05:00 AM,26.218,1573.11,
7/3/2022 11:00,25.823,11:10:00 AM,26.235,11:00:00 AM,25.938,1556.29,
7/3/2022 12:00,25.723,12:05:00 PM,28.558,12:55:00 PM,26.677,1600.65,
7/3/2022 13:00,30.025,1:00:00 PM,41.505,1:55:00 PM,36.27,2176.2,
7/3/2022 14:00,41.505,2:00:00 PM,148.15,2:55:00 PM,90.628,5437.67,
7/3/2022 15:00,151.634,3:00:00 PM,163.629,3:45:00 PM,158.807,9528.44,
7/3/2022 16:00,141.619,4:50:00 PM,160.575,4:00:00 PM,149.449,8966.94,
7/3/2022 17:00,128.077,5:55:00 PM,143.869,5:05:00 PM,136.705,8202.27,
7/3/2022 18:00,114.204,6:35:00 PM,127.553,6:00:00 PM,119.308,7158.49,
7/3/2022 19:00,116.648,7:00:00 PM,124.188,7:30:00 PM,121.845,7310.67,
7/3/2022 20:00,111.796,8:55:00 PM,121.134,8:05:00 PM,116.533,6991.96,
7/3/2022 21:00,99.829,9:55:00 PM,109.422,9:00:00 PM,104.509,6270.54,
7/3/2022 22:00,88.578,10:55:00 PM,98.727,10:00:00 PM,93.785,5627.08,
7/3/2022 23:00,80.33,11:55:00 PM,88.578,11:00:00 PM,84.391,5063.44,
7/4/2022 0:00,73.367,12:55:00 AM,79.763,12:00:00 AM,77.021,4621.28,
7/4/2022 1:00,68.202,1:55:00 AM,73.367,1:00:00 AM,70.818,4249.11,
7/4/2022 2:00,63.009,2:45:00 AM,67.038,2:05:00 AM,64.917,3895,
7/4/2022 3:00,59.178,3:50:00 AM,62.227,3:00:00 AM,60.504,3630.25,
7/4/2022 4:00,55.827,4:40:00 AM,59.178,4:00:00 AM,57.065,3423.88,
7/4/2022 5:00,52.102,5:50:00 AM,55.12,5:00:00 AM,53.692,3221.55,
7/4/2022 6:00,48.476,6:55:00 AM,52.102,6:00:00 AM,50.463,3027.76,
7/4/2022 7:00,45.44,7:45:00 AM,48.226,7:00:00 AM,46.599,2795.93,
7/4/2022 8:00,45.44,8:00:00 AM,46.632,8:40:00 AM,45.796,2747.74,
7/4/2022 9:00,42.924,9:30:00 AM,46.032,9:00:00 AM,44.069,2644.12,
7/4/2022 10:00,42.592,10:45:00 AM,43.709,10:00:00 AM,43.41,2604.59,
7/4/2022 11:00,40.447,11:55:00 AM,42.592,11:00:00 AM,41.572,2494.34,
7/4/2022 12:00,38.224,12:55:00 PM,40.447,12:00:00 PM,39.318,2359.09,
7/4/2022 13:00,35.6,1:45:00 PM,37.932,1:00:00 PM,36.668,2200.08,
7/4/2022 14:00,33.697,2:55:00 PM,35.6,2:00:00 PM,34.679,2080.72,
7/4/2022 15:00,31.703,3:55:00 PM,33.284,3:00:00 PM,32.609,1956.55,
7/4/2022 16:00,30.025,4:45:00 PM,31.703,4:00:00 PM,30.818,1849.06,
7/4/2022 17:00,28.686,5:45:00 PM,30.025,5:00:00 PM,29.345,1760.69,
7/4/2022 18:00,28.058,6:35:00 PM,28.686,6:00:00 PM,28.387,1703.23,
7/4/2022 19:00,27.055,7:55:00 PM,28.058,7:00:00 PM,27.412,1644.74,
7/4/2022 20:00,26.235,8:50:00 PM,26.886,8:00:00 PM,26.662,1599.72,
7/4/2022 21:00,25.823,9:20:00 PM,26.341,9:05:00 PM,25.986,1559.18,
7/4/2022 22:00,25.477,10:40:00 PM,25.976,10:00:00 PM,25.737,1544.2,
7/4/2022 23:00,25.333,11:10:00 PM,25.723,11:05:00 PM,25.551,1533.05,
7/5/2022 0:00,25.098,12:50:00 AM,25.477,12:10:00 AM,25.29,1517.38,
7/5/2022 1:00,24.869,1:40:00 AM,25.477,1:05:00 AM,25.228,1513.68,
7/5/2022 2:00,24.78,2:40:00 AM,25.333,2:00:00 AM,25.08,1504.82,
7/5/2022 3:00,24.78,3:00:00 AM,25.238,3:30:00 AM,24.991,1499.47,
7/5/2022 4:00,24.648,4:20:00 AM,25.238,4:55:00 AM,24.878,1492.71,
7/5/2022 5:00,24.648,5:10:00 AM,25.098,5:15:00 AM,24.785,1487.07,
7/5/2022 6:00,24.561,6:45:00 AM,25.098,6:10:00 AM,24.841,1490.44,
7/5/2022 7:00,24.561,7:20:00 AM,25.005,7:00:00 AM,24.762,1485.73,
7/5/2022 8:00,24.433,8:05:00 AM,25.575,8:40:00 AM,25.074,1504.43,
7/5/2022 9:00,25.333,9:00:00 AM,25.575,9:30:00 AM,25.377,1522.61,
7/5/2022 10:00,25.098,10:05:00 AM,25.575,10:25:00 AM,25.337,1520.24,
7/5/2022 11:00,25.333,11:00:00 AM,25.333,11:00:00 AM,25.333,1519.96,
7/5/2022 12:00,25.333,12:00:00 PM,25.723,12:10:00 PM,25.377,1522.63,
7/5/2022 13:00,25.238,1:45:00 PM,25.333,1:00:00 PM,25.325,1519.49,
7/5/2022 14:00,24.78,2:50:00 PM,25.333,2:00:00 PM,25.061,1503.68,
7/5/2022 15:00,24.648,3:00:00 PM,25.005,3:20:00 PM,24.836,1490.17,
7/5/2022 16:00,24.349,4:05:00 PM,24.869,4:20:00 PM,24.621,1477.25,
7/5/2022 17:00,23.944,5:35:00 PM,24.433,5:25:00 PM,24.18,1450.79,
7/5/2022 18:00,23.828,6:10:00 PM,25.333,6:50:00 PM,24.54,1472.4,
7/5/2022 19:00,25.575,7:00:00 PM,28.686,7:55:00 PM,26.787,1607.25,
7/5/2022 20:00,29.01,8:00:00 PM,32.088,8:55:00 PM,30.564,1833.86,
7/5/2022 21:00,32.088,9:00:00 PM,35.87,9:55:00 PM,34.194,2051.63,
7/5/2022 22:00,35.421,10:00:00 PM,37.261,10:35:00 PM,36.689,2201.31,
7/5/2022 23:00,36.327,11:50:00 PM,38.224,11:05:00 PM,37.116,2226.96,
7/6/2022 0:00,34.718,12:50:00 AM,36.511,12:00:00 AM,35.382,2122.9,
7/6/2022 1:00,33.448,1:45:00 AM,34.718,1:25:00 AM,34.206,2052.34,
7/6/2022 2:00,32.638,2:55:00 AM,33.697,2:00:00 AM,33.041,1982.45,
7/6/2022 3:00,31.476,3:55:00 AM,32.878,3:00:00 AM,32.28,1936.8,
7/6/2022 4:00,30.736,4:50:00 AM,31.856,4:10:00 AM,31.415,1884.9,
7/6/2022 5:00,30.377,5:40:00 AM,31.476,5:10:00 AM,30.94,1856.37,
7/6/2022 6:00,29.886,6:55:00 AM,30.591,6:00:00 AM,30.301,1818.09,
7/6/2022 7:00,28.88,7:55:00 AM,30.235,7:00:00 AM,29.742,1784.5,
7/6/2022 8:00,28.88,8:05:00 AM,29.341,8:10:00 AM,29.011,1740.64,
7/6/2022 9:00,28.88,9:05:00 AM,30.235,9:40:00 AM,29.618,1777.09,
7/6/2022 10:00,30.025,10:00:00 AM,30.377,10:15:00 AM,30.107,1806.39,
7/6/2022 11:00,28.686,11:50:00 AM,29.886,11:00:00 AM,29.301,1758.03,
7/6/2022 12:00,27.936,12:55:00 PM,28.686,12:00:00 PM,28.429,1705.74,
7/6/2022 13:00,27.936,1:00:00 PM,30.736,1:55:00 PM,28.837,1730.2,
7/6/2022 14:00,31.102,2:00:00 PM,40.447,2:55:00 PM,35.522,2131.35,
7/6/2022 15:00,40.972,3:00:00 PM,48.226,3:55:00 PM,44.507,2670.4,
7/6/2022 16:00,46.995,4:35:00 PM,48.853,4:55:00 PM,47.867,2872.01,
7/6/2022 17:00,47.239,5:55:00 PM,49.488,5:25:00 PM,48.71,2922.58,
7/6/2022 18:00,45.794,6:50:00 PM,47.607,6:00:00 PM,46.313,2778.8,
7/6/2022 19:00,42.372,7:40:00 PM,45.44,7:05:00 PM,43.892,2633.53,
7/6/2022 20:00,40.761,8:55:00 PM,41.828,8:00:00 PM,41.443,2486.6,
7/6/2022 21:00,39.217,9:45:00 PM,40.447,9:00:00 PM,40.018,2401.09,
7/6/2022 22:00,37.451,10:50:00 PM,39.217,10:00:00 PM,38.31,2298.58,
7/6/2022 23:00,36.327,11:45:00 PM,37.739,11:00:00 PM,36.824,2209.47,
7/7/2022 0:00,35.155,12:40:00 AM,36.327,12:00:00 AM,35.685,2141.12,
7/7/2022 1:00,34.117,1:35:00 AM,35.421,1:00:00 AM,34.611,2076.69,
